,player_id,@id,url,username,score,rank,country,title,name,status,avatar,flair_code,win_count,loss_count,draw_count,trend_score.direction,trend_score.delta,trend_rank.direction,trend_rank.delta
0,26303484,https://api.chess.com/pub/player/bigfish1995,https://www.chess.com/member/Bigfish1995,Bigfish1995,2978,1,https://api.chess.com/pub/country/SI,GM,Vladimir Fedoseev,premium,https://images.chesscomfiles.com/uploads/v1/user/26303484.dc192fa5.200x200o.d771643b19ed.jpeg,diamond_gold,584,266,102,,,,
1,5094518,https://api.chess.com/pub/player/joppie2,https://www.chess.com/member/joppie2,joppie2,2880,2,https://api.chess.com/pub/country/NL,GM,Jorden Van Foreest,premium,https://images.chesscomfiles.com/uploads/v1/user/5094518.0c33d60a.200x200o.4c3ca924f2cd.png,diamond_traditional,29,27,7,,,,
2,316244391,https://api.chess.com/pub/player/aldriclechevalier,https://www.chess.com/member/AldricLechevalier,AldricLechevalier,2331,3,https://api.chess.com/pub/country/FR,,,basic,https://images.chesscomfiles.com/uploads/v1/user/316244391.d6e581e3.200x200o.e1b5032743ca.jpg,nothing,352,53,14,0.0,0.0,-1.0,2.0
3,5095004,https://api.chess.com/pub/player/jlindner,https://www.chess.com/member/jlindner,jlindner,2323,4,https://api.chess.com/pub/country/FR,,Jean Lindner,premium,https://images.chesscomfiles.com/uploads/v1/user/5095004.3562b4a1.200x200o.61f952704546.jpeg,smile,28,0,0,0.0,0.0,-1.0,2.0
4,193282963,https://api.chess.com/pub/player/grotbchess,https://www.chess.com/member/GrotBchess,GrotBchess,2229,5,https://api.chess.com/pub/country/PL,CM,Blazej Grot,premium,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,diamond_traditional,17,5,1,0.0,0.0,-1.0,2.0
5,197061949,https://api.chess.com/pub/player/neo-noctem,https://www.chess.com/member/Neo-Noctem,Neo-Noctem,2210,6,https://api.chess.com/pub/country/AU,,,premium,https://images.chesscomfiles.com/uploads/v1/user/197061949.08138b2d.200x200o.d4f1b6ebca79.png,devil,316,33,9,0.0,0.0,-1.0,2.0
6,328854699,https://api.chess.com/pub/player/abebaabiodun,https://www.chess.com/member/AbebaAbiodun,AbebaAbiodun,2163,7,https://api.chess.com/pub/country/SN,,,basic,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,nothing,19,1,4,,,,
7,301775155,https://api.chess.com/pub/player/throwaway_181718,https://www.chess.com/member/throwaway_181718,throwaway_181718,2155,8,https://api.chess.com/pub/country/VN,,,basic,https://images.chesscomfiles.com/uploads/v1/user/301775155.c5c2bf2b.200x200o.959e8a5883f4.jpg,peace,71,11,4,0.0,0.0,-1.0,3.0
8,5366899,https://api.chess.com/pub/player/levz,https://www.chess.com/member/Levz,Levz,2147,9,https://api.chess.com/pub/country/XE,,Jason Leverett,premium,https://images.chesscomfiles.com/uploads/v1/user/5366899.9ffbe10d.200x200o.a07432b9ab8b.jpg,halloween_grave,447,130,20,0.0,0.0,-1.0,3.0
9,316802053,https://api.chess.com/pub/player/minbagyan31,https://www.chess.com/member/MinBagyan31,MinBagyan31,2136,10,https://api.chess.com/pub/country/MM,,,basic,https://images.chesscomfiles.com/uploads/v1/user/316802053.a05e9ae9.200x200o.db9ee988e631.jpg,nothing,160,32,8,0.0,0.0,-1.0,3.0
