,player_id,@id,url,username,score,rank,country,title,name,status,avatar,flair_code,win_count,loss_count,draw_count,trend_score.direction,trend_score.delta,trend_rank.direction,trend_rank.delta
32,186085351,https://api.chess.com/pub/player/apothem08,https://www.chess.com/member/Apothem08,Apothem08,2363,33,https://api.chess.com/pub/country/US,,Elias James,basic,https://images.chesscomfiles.com/uploads/v1/user/186085351.596d5f6d.200x200o.d5682875a017.jpeg,nothing,17,4,0,0,0,0,0
33,24422744,https://api.chess.com/pub/player/uchenic,https://www.chess.com/member/uchenic,uchenic,2356,34,https://api.chess.com/pub/country/RU,FM,Grigoriy Morozov,premium,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,diamond_traditional,447,147,167,0,0,0,0
34,145274889,https://api.chess.com/pub/player/darealsimon,https://www.chess.com/member/DaRealSimon,DaRealSimon,2356,35,https://api.chess.com/pub/country/IE,,,premium,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,diamond_black,6,4,2,0,0,0,0
35,11226814,https://api.chess.com/pub/player/andersnm,https://www.chess.com/member/AndersNM,AndersNM,2352,36,https://api.chess.com/pub/country/NO,,,premium,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,diamond_traditional,185,54,50,0,0,1,1
36,18113290,https://api.chess.com/pub/player/arthuuur,https://www.chess.com/member/arthuuur,arthuuur,2351,37,https://api.chess.com/pub/country/BR,NM,Arthur Moura,premium,https://images.chesscomfiles.com/uploads/v1/user/18113290.ac68d569.200x200o.f31ee2e11d12.png,diamond_traditional,33,5,2,0,0,1,1
37,74522734,https://api.chess.com/pub/player/underworldmike,https://www.chess.com/member/UnderWorldMike,UnderWorldMike,2350,38,https://api.chess.com/pub/country/PT,,Miguel Braga,premium,https://images.chesscomfiles.com/uploads/v1/user/74522734.684aeb4e.200x200o.539afdb78dd4.jpeg,white_knight,151,51,15,0,0,1,1
38,50924350,https://api.chess.com/pub/player/lustigerspieler,https://www.chess.com/member/LustigerSpieler,LustigerSpieler,2349,39,https://api.chess.com/pub/country/DE,,,premium,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,star_traditional,284,87,44,0,0,1,1
39,4975286,https://api.chess.com/pub/player/akdog3,https://www.chess.com/member/akdog3,akdog3,2349,40,https://api.chess.com/pub/country/US,NM,Bill McGeary,premium,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,diamond_traditional,626,208,67,0,0,1,1
40,49668504,https://api.chess.com/pub/player/kingsize76,https://www.chess.com/member/KingSize76,KingSize76,2349,41,https://api.chess.com/pub/country/DE,,King Size,basic,https://images.chesscomfiles.com/uploads/v1/user/49668504.fa87bfa0.200x200o.c4f7331e7e1f.jpeg,nothing,129,43,25,0,0,1,1
41,101123284,https://api.chess.com/pub/player/davethesecond,https://www.chess.com/member/Davethesecond,Davethesecond,2347,42,https://api.chess.com/pub/country/XW,,David Hill,premium,https://images.chesscomfiles.com/uploads/v1/user/101123284.9fbf8c71.200x200o.1dc9d80bd419.jpg,star_traditional,107,29,25,0,0,1,1
42,12642396,https://api.chess.com/pub/player/bramblyspam,https://www.chess.com/member/Bramblyspam,Bramblyspam,2346,43,https://api.chess.com/pub/country/US,NM,Lennart Bjorksten,premium,https://images.chesscomfiles.com/uploads/v1/user/12642396.b7d9f53c.200x200o.4c19af713517.jpeg,diamond_traditional,109,32,24,0,0,1,1
43,6045030,https://api.chess.com/pub/player/kevin_gibson,https://www.chess.com/member/Kevin_Gibson,Kevin_Gibson,2344,44,https://api.chess.com/pub/country/CA,NM,Kevin Gibson,premium,https://images.chesscomfiles.com/uploads/v1/user/6045030.5319c583.200x200o.aa3175db9268.jpeg,diamond_traditional,234,36,41,0,0,1,1
44,26145526,https://api.chess.com/pub/player/alextruskavetsky,https://www.chess.com/member/AlexTruskavetsky,AlexTruskavetsky,2342,45,https://api.chess.com/pub/country/RU,IM,Alex Truskavetsky,premium,https://images.chesscomfiles.com/uploads/v1/user/26145526.e163e2c9.200x200o.86c7fcaa7019.jpeg,diamond_traditional,428,41,60,0,0,1,1
45,16656734,https://api.chess.com/pub/player/milchone1,https://www.chess.com/member/Milchone1,Milchone1,2342,46,https://api.chess.com/pub/country/GB,IM,Nikolay Milchev,premium,https://images.chesscomfiles.com/uploads/v1/user/16656734.b4fad6aa.200x200o.f7bab47daf23.jpg,diamond_traditional,343,10,26,0,0,1,1
46,22858062,https://api.chess.com/pub/player/sky-net,https://www.chess.com/member/Sky-net,Sky-net,2341,47,https://api.chess.com/pub/country/HU,CM,,premium,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,white_knight,150,46,55,0,0,1,1
47,79605262,https://api.chess.com/pub/player/maciejbrzeski128,https://www.chess.com/member/maciejbrzeski128,maciejbrzeski128,2340,48,https://api.chess.com/pub/country/PL,NM,Maciej Brzeski,premium,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,nothing,110,8,20,0,0,1,1
48,24077972,https://api.chess.com/pub/player/soldor,https://www.chess.com/member/soldor,soldor,2340,49,https://api.chess.com/pub/country/HU,,Zolt&aacute;n Petyk&oacute;,basic,https://www.chess.com/bundles/web/images/noavatar_l.84a92436.gif,nothing,380,123,30,0,0,1,1
49,10052838,https://api.chess.com/pub/player/evgiz0r,https://www.chess.com/member/evgiz0r,evgiz0r,2339,50,https://api.chess.com/pub/country/IL,,Evgeni Bourd,premium,https://images.chesscomfiles.com/uploads/v1/user/10052838.6d004be8.200x200o.fbdb717c7043.png,diamond_traditional,265,35,16,-1,14,-1,14
